user_name,rating,user_base,review,date_of_experience,date_written,photos,party
heather p,3,"Washington DC, DC","That IS what she said!
The LOVE sign is so small, and it is now on a platform so you aren't able to climb/sit on it.
The water fountain in the background is a nice touch, but it is still pretty much a disappointment.
IF you are going to venture to the park be sure to go in the earlier hours so you are on the correct side of the sun.
If you go in late afternoon the sun is behind you, and it is too dark to see your face in the photo. The day we went the line was fast and people were friendly.
Check out the monopoly game pieces across the street at the municipal building. You can climb and sit on those for more active/fun photos.
We were there on a Sunday afternoon and there seemed to be parking on the street and ample parking garages in the area.
The Masonic Temple is on the other side of the block, so there are other things to do in the area.
Even though I was disappointed, I still wouldn't tell someone not to go.
The LOVE sign is such a Philly thing to do. I guess I would say go, but keep your expectations to a minimum.
And plan to visit the other sites in the immediate area.",Jun-13,10-Jun-13,0,Couples
bainso,3,"Boston, MA","We were on the Phlash Trolley and saw this famous sculpture. We stopped just for a photo. We had to wait for other couples who wanted a picture under the Love sign. There was a man there offering to take photos for a small fee or a tip I am sure.

Don't go out of your way to see it since there is not much else there except for the fountain.",May-13,09-Jun-13,2,Couples
SeattleD19,3,"Seattle, WA","Good for a quick stop to take a picture with the sign. There were people actually using the park as it was intended, so this is not a place for tourists. We were there for all of 10 minutes.",Jun-13,02-Jun-13,0,Couples
RoadTakenEM,3,"York, PA","Daughter wanted to see the sign, having seen it in a book. We beat the protesters to the park but needed to leave after about two minutes to avoid being swallowed by the chanting crowd.

Seems lovely otherwise, but it's popularity made it a target that day.",May-13,25-May-13,0,
DEBBY L,4,"Mexico City, Mexico","We thought that the purple fountain was a neat touch and a picture was definitely necessary in front of the LOVE sign, but we thought the sign would be bigger. It's worth a look, but not necessarily a must-go destination if you're in Philly.",May-13,24-May-13,0,Friends
AC11780,3,"Chicago, IL",Did the whole tourist picture under the love sign also a cool fountain behind the sign thought it would be a lot bigger,May-13,20-May-13,0,
George S,3,"Mount Kisco, NY","We took a photo under the love statue during our morning run. Dropped in quick and had a photo taken by someone who ""didn't really work for the park"" but was happy to take tourists pictures for a tip. A little unusual, but she was pleasant enough and did a nice job with the pics. There are also a few geocaches nearby if you're into that.",May-13,19-May-13,0,Couples
Lingyuan_He,4,"Sunnyvale, CA","In Philly, most attractions and museums close at 4 or 5 pm, when the sun is still high in the sky (summer), so I navigate myself to Love Park each day in the early evening to chill. There is really nothing to see besides the big LOVE, but it is definitely great to sit by the fountain, rest your feet and watch the sun goes down.",,18-May-13,0,
Lee R,3,"Philadelphia, PA","Growing up we would often visit love for some world class skateboarding, however ever since the x-games was there and they redesigned it to prevent skating it it terrible. Now it is often overrun by crackheads and thrives, great job Philadelphia.",May-13,25-Aug-13,0,
Barbara D,4,england,"Nice to see and to say that you have been there. But by no means is this park the best I have ever been to.Its interesting, nice to see the LOVE attraction, the park is nice, but too many crowds taking over the park. Not the best feeling I have ever had in a park. Glad I have been though.",Jul-13,19-Aug-13,0,Couples
Beth P,4,"Minneapolis, MN","The fountain is lovely and the ""LOVE"" is so cool and iconic but the surrounding area has many sketchy looking people and trash around. Keep your wits about you when you are here.
Great photo op location!",Aug-13,17-Aug-13,0,
ProfessorOT,5,"Hamilton, Canada",The beauty of the city centre in Philadelphia includes the parks within the skyscrapers. Love Park has a beautiful fountain.,Aug-13,12-Aug-13,0,Family
LAtoEverywhere,3,"Los Angeles, CA","I thought that the visitor center in Love Park was great. We got our trolley tickets there for the Phlash and she helped me with other questions. The Phlash stop is right outside. I did get a photo of the sculpture one day when it was raining, but I never got my photo because of the crowds. Don't remember much more about the park except it has a fountain that people wanted to play in.",Jul-13,04-Aug-13,0,Couples
Bailey_Von_Schnauzer,3,"Toronto, Canada","Typical tourists, had to stop and snap a shot. Thanks to the local entrepreneur who snapped one group shot. He took a good shot, and probably needed the $1 more than my pocket. Was surprised that it is fairly small.",Jul-13,19-Jul-13,0,Family
Looly T,2,"New York, New York, United States","The sign was lovely and the water fountain in the back was a nice touch as well

But as we were approaching the sign, this ghetto looking woman came up to us and voluntarily asking if me and my bf needed a pic together. We said no guessing she wanted money

And we saw her asked every couple that came close the love sculpture if they needed a photo together, and everyone got scared by her and refused.

And she hovered over the sign the entire time, so we didn't get to take a pic at all....
Overall, a good place, but unfortunately lots of weird and ghetto people around.",Jul-13,14-Jul-13,0,Couples
H04240,4,Lewiston,"Walking down 15th, there were many beautiful buildings (I walked to to the JFK park after dinner). The park was filled with people snapping photos but still a beautiful shot to take.

What I found remarkable was the museum that can be seen in the background. Makes a gorgeous view.",Jul-13,08-Jul-13,0,
Laura B,3,"Saint Louis, Missouri, United States","What you see is what you get with this sculpture. I was disappointed there was no further explanation of the history of the monument. However, it is to your interpretation whether to experience this art as part of the heart of the city... the City of Brotherly love. At this particular time, a radio station was providing music for a crowd. Unfortunately, I was unable to stay for the live orchestra and fireworks later that evening.",Jun-13,03-Jul-13,0,Business
Kane8181,4,"Philadelphia, PA",Local here... nice little romantic park only downfall are the homeless and kids that hangout here. But they do leave you alone.,Aug-12,02-Jul-13,0,
treeface,1,"Ambler, PA","If you feel you must go there, go and take your photo of the LOVE sculpture and the fountain and then beat it out of there. The homeless can get quite aggressive there and often take up all of the benches and the surrounding low wall that goes around the one side of the park. There are lots of skateboarders at the park who will run you over. Litter is everywhere since the natives are too lazy to put their trash in the numerous trash cans around the park, preferring to just chuck their trash on the ground. The one time of the year when it is a nice place to go is between Thanksgiving and Christmas when the entire park hosts a huge Christmas Market (well, actually, the court has forced the city to say a ""holiday market"") similar to those in Europe. Many of the vendors at that time are from Germany. You could just go to Bethlehem, PA, which is about a 90 minute drive north from Center City Philadelphia and visit probably the best Christkandlemart in the state. Cleaner and safer in Bethlehem, PA.",Oct-13,11-Oct-13,0,Solo
